Lithiation,OCV
0.9997600449645474, 1.620033935772334
0.9949479737130341, 1.6136522528657362
0.993076612670779, 1.6087102843933123
0.9909379143367731, 1.6033583319893197
0.9777570235174108, 1.5755991025448113
0.9887992160027672, 1.597995298938528
0.9866605176687613, 1.5929979272321082
0.9849228252723816, 1.5883551362232617
0.9828286831536674, 1.583170624704234
0.9511046578659136, 1.5733323179414722
0.9238362541073386, 1.5719865098618115
0.8965678503487636, 1.5701947306653719
0.8692994465901887, 1.5691707612867805
0.8420310428316137, 1.5682450450974905
0.8147626390730387, 1.5672196862383247
0.7874942353144637, 1.5663387052147502
0.7602258315558887, 1.5658344990535198
0.7329574277973139, 1.5657907939585771
0.7056890240387388, 1.5657975427316349
0.6784206202801639, 1.5654807725155397
0.6511522165215888, 1.565438795421327
0.6238838127630139, 1.5654500183555378
0.5966154090044389, 1.5654789854686995
0.5693470052458639, 1.5654578836376465
0.5420786014872889, 1.5654633818796095
0.5148101977287141, 1.5654166478974836
0.4875417939701391, 1.5652643034937284
0.4602733902115641, 1.5652845375614988
0.45920404104456114, 1.5976296375941557
0.4330049864529891, 1.5652904786244477
0.40573658269441415, 1.565311044055273
0.3784681789358392, 1.5651829828089754
0.3511997751772642, 1.5651012955324715
0.3239313714186892, 1.5649722972479114
0.29666296766011424, 1.5648984960438042
0.26939456390153926, 1.5647661174881153
0.2421261601429643, 1.5647724933656366
0.2148577563843893, 1.5647625953173938
0.18758935262581433, 1.5647591228166164
0.16032094886723935, 1.5647736799089471
0.13305254510866438, 1.56475907933189
0.10578414135008929, 1.5647683862319148
0.07851573759151442, 1.5647220349849227
0.051247333832939335, 1.5645890054101672
0.021177292903671985, 1.5643854097805656
0.019487663572952174, 1.558439906146485
0.01649348590534383, 1.5514867801887318
0.01456865740473856, 1.543722734142131
0.012884432466709006, 1.5378116628536498
0.01136060990372978, 1.5306848018923713
0.009676384965700224, 1.5243089977241366
0.0074040179858188004, 1.5151453028212343
0.00579999423531441, 1.5080389146740418
0.003661295901308703, 1.4988567520264742
0.0015225975673027747, 1.4903911378719186
0.001204819277108582, 1.4884644194756556
