Lithiation,OCV
0.00972762645914399,0.8609112709832133
0.013618677042801564,0.7793764988009592
0.015564202334630378,0.6978417266187049
0.021400778210116742,0.6019184652278177
0.025291828793774368,0.5107913669064748
0.029182879377431938,0.4388489208633093
0.03891050583657593,0.3477218225419664
0.048638132295719866,0.2829736211031174
0.06420233463035023,0.237410071942446
0.07198443579766542,0.21822541966426856
0.0894941634241245,0.2158273381294964
0.11673151750972767,0.21103117505995195
0.14396887159533076,0.19664268585131886
0.16731517509727625,0.17505995203836922
0.1906614785992218,0.15587529976019174
0.2140077821011673,0.1462829736211031
0.2354085603112841,0.13908872901678648
0.254863813229572,0.13429256594724215
0.2996108949416343,0.1294964028776978
0.3754863813229573,0.12709832134292556
0.4688715953307393,0.12470023980815335
0.4961089494163424,0.1223021582733812
0.529182879377432,0.09352517985611496
0.6011673151750974,0.08872901678657064
0.7976653696498054,0.08872901678657064
0.9280155642023348,0.08633093525179869
0.9669260700389104,0.08153477218225412
0.9883268482490274,0.0695443645083933
0.9980544747081712,0.05515587529976007
