Lithiation,OCV
0.009881422924901184,0.7882352941176471
0.01581027667984189,0.6735294117647057
0.017786561264822143,0.5617647058823527
0.023715415019762848,0.4676470588235293
0.035573122529644265,0.37058823529411744
0.043478260869565216,0.2941176470588234
0.0533596837944664,0.24411764705882355
0.059288537549407126,0.22352941176470573
0.06719367588932809,0.20882352941176485
0.0869565217391304,0.20882352941176485
0.10276679841897232,0.20588235294117616
0.1264822134387352,0.17647058823529393
0.1640316205533597,0.1588235294117646
0.19960474308300394,0.1470588235294117
0.2312252964426877,0.12941176470588234
0.26877470355731226,0.12058823529411722
0.31818181818181823,0.12058823529411722
0.3596837944664032,0.12058823529411722
0.3992094861660079,0.12058823529411722
0.43083003952569177,0.1147058823529412
0.4802371541501976,0.10294117647058787
0.5118577075098816,0.0941176470588232
0.5632411067193677,0.08823529411764675
0.5988142292490121,0.08529411764705896
0.6620553359683795,0.07941176470588207
0.6956521739130436,0.07941176470588207
0.7411067193675891,0.07941176470588207
0.7707509881422925,0.07352941176470562
0.7964426877470357,0.049999999999999815
