,RMSE,Fullcell,Halfcell Anode,Halfcell Cathode,Solution
80,160.99679165518774,LFP,"Graphite, Dufour2018","NCA, Hust2019",[-1.19332004e-17  7.00000000e-01 -1.19262239e-17  7.00000000e-01]
81,659.3791990960082,LFP,"Graphite, Dufour2018","NCA, Kim2011",[ 0.00000000e+00  7.00000000e-01 -2.60208521e-18  7.00000000e-01]
82,396.71713037876157,LFP,"Graphite, Dufour2018","NCO46, Ecker2015",[ 0.0000000e+00  7.0000000e-01 -8.3056361e-17  7.0000000e-01]
83,371.26471037449585,LFP,"Graphite, Dufour2018","NMC, Birkl2015",[ 0.00000000e+00  7.00000000e-01 -5.89805982e-17  7.00000000e-01]
84,253.45722780645175,LFP,"Graphite, Dufour2018","NMC, Dufour2018",[ 2.77555756e-17  7.00000000e-01 -5.72458747e-17  7.00000000e-01]
85,443.18590533555397,LFP,"Graphite, Dufour2018","NMC, Ferraro2020",[5.69512553e-20 7.00000000e-01 3.62511396e-20 7.00000000e-01]
86,311.55990413173026,LFP,"Graphite, Dufour2018","NMC, Liebig2019",[-2.77555756e-17  7.00000000e-01 -4.68375339e-17  7.00000000e-01]
87,645.2481504627467,LFP,"Graphite, Dufour2018","NMC, Smith2006",[-1.94289029e-16  7.00000000e-01 -2.22044605e-16  7.00000000e-01]
88,295.62908335807475,LFP,"Graphite, Dufour2018","NMC111, Ko2019",[-2.77555756e-17  7.00000000e-01 -5.37764278e-17  7.00000000e-01]
89,220.62574651163902,LFP,"Graphite, Dufour2018","NMC111, Schmalstieg2018",[0.00828381 0.7        0.00256916 0.7       ]
90,106.68469429937717,LFP,"Graphite, Dufour2018","NMC111, Wu2012",[-2.71050543e-20  7.00000000e-01  2.32617187e-01  7.00000000e-01]
91,469.975153023211,LFP,"Graphite, Dufour2018","NMC523, Verma2017",[ 2.77555756e-17  7.00000000e-01 -6.41847686e-17  7.00000000e-01]
92,327.10529020628803,LFP,"Graphite, Dufour2018","NMC622, Chaouachi2021",[-8.32667268e-17  7.00000000e-01 -9.36208576e-17  7.00000000e-01]
93,145.13349096718724,LFP,"Graphite, Dufour2018","NMC622, Gao2018",[0.16277505 0.7        0.01079907 0.7       ]
94,344.7821941760466,LFP,"Graphite, Dufour2018","NMC811, Chen2020",[-8.06061419e-17  7.00000000e-01 -8.06061419e-17  7.00000000e-01]
95,230.9324115364948,LFP,"Graphite, Dufour2018","NMC811, Sturm2019",[-9.71445147e-17  7.00000000e-01 -8.40256684e-17  7.00000000e-01]
96,491.468434714477,LFP,"Graphite, Ecker2015","LCO, Doyle2003",[0.00257986 0.7        0.00268393 0.7       ]
97,450.54622011789166,LFP,"Graphite, Ecker2015","LCO, Jiang2016",[2.86765758e-04 7.00000000e-01 1.64604266e-02 7.00000000e-01]
98,453.7025135166728,LFP,"Graphite, Ecker2015","LCO, Kumaresan2008",[ 3.71796875e-03  7.00000000e-01 -4.57761395e-22  7.00000000e-01]
99,441.848116477441,LFP,"Graphite, Ecker2015","LCO, Tang2019",[ 2.50000000e-04  7.00000000e-01 -5.89805982e-17  7.00000000e-01]
100,654.4668455566464,LFP,"Graphite, Ecker2015","LFP, Delacourt2011",[0.00341797 0.7        0.         0.7       ]
101,654.4668455566464,LFP,"Graphite, Ecker2015","LFP, Farkhondeh2014",[0.00341797 0.7        0.         0.7       ]
102,694.606410963404,LFP,"Graphite, Ecker2015","LFP, Kashkooli2016",[-6.93889390e-17  7.00000000e-01 -7.47963974e-17  7.00000000e-01]
103,19.6482858998976,LFP,"Graphite, Ecker2015","LFP, Prada2012",[0.16951406 1.         0.04488724 1.        ]
104,20.6743083552794,LFP,"Graphite, Ecker2015","LFP, Srinivasan2004a",[0.01222352 1.         0.3        1.        ]
105,654.4668455566464,LFP,"Graphite, Ecker2015","LFP, Thorat2011",[0.00341797 0.7        0.         0.7       ]
106,469.00664110524593,LFP,"Graphite, Ecker2015","LMO, Albertus2009",[0.0069034  0.7        0.00208644 0.7       ]
107,414.7245515457794,LFP,"Graphite, Ecker2015","LMO, Das2004",[8.39208347e-03 7.00000000e-01 1.73472348e-22 7.00000000e-01]
108,530.4765107751937,LFP,"Graphite, Ecker2015","LMO, Doyle1996",[0.00299979 0.7        0.00133494 0.7       ]
109,603.0063011866947,LFP,"Graphite, Ecker2015","NCA, Abraham2008",[ 2.82968750e-03  7.00000000e-01 -6.27522143e-36  7.00000000e-01]
110,256.5106089380583,LFP,"Graphite, Ecker2015","NCA, Albertus2009",[ 3.53050781e-02  7.00000000e-01 -3.74369826e-35  7.00000000e-01]
111,586.4314645142582,LFP,"Graphite, Ecker2015","NCA, Dees2008",[-6.90641619e-17  7.00000000e-01  2.46519033e-32  7.00000000e-01]
112,181.99572567038018,LFP,"Graphite, Ecker2015","NCA, Hust2019",[ 3.11500000e-02  7.00000000e-01 -9.61893266e-23  7.00000000e-01]
113,661.1298746120445,LFP,"Graphite, Ecker2015","NCA, Kim2011",[4.4140625e-05 7.0000000e-01 0.0000000e+00 7.0000000e-01]
114,409.46721819114236,LFP,"Graphite, Ecker2015","NCO46, Ecker2015",[ 3.90625000e-03  7.00000000e-01 -9.94386296e-20  7.00000000e-01]
115,382.1815326886406,LFP,"Graphite, Ecker2015","NMC, Birkl2015",[ 3.37382812e-03  7.00000000e-01 -9.24883788e-20  7.00000000e-01]
116,262.01521150058693,LFP,"Graphite, Ecker2015","NMC, Dufour2018",[3.70625000e-03 7.00000000e-01 1.55258366e-35 7.00000000e-01]
117,446.6500703181639,LFP,"Graphite, Ecker2015","NMC, Ferraro2020",[2.40002632e-04 7.00000000e-01 1.74862827e-02 7.00000000e-01]
118,313.39244765308865,LFP,"Graphite, Ecker2015","NMC, Liebig2019",[0.00175313 0.7        0.         0.7       ]
119,654.4668455566464,LFP,"Graphite, Ecker2015","NMC, Smith2006",[0.00341797 0.7        0.         0.7       ]
120,291.8367539993219,LFP,"Graphite, Ecker2015","NMC111, Ko2019",[ 1.46484375e-03  7.00000000e-01 -1.23259516e-32  7.00000000e-01]
121,239.2933041063044,LFP,"Graphite, Ecker2015","NMC111, Schmalstieg2018",[5.07927948e-02 7.00000000e-01 5.42099422e-24 7.00000000e-01]
122,126.65405878011515,LFP,"Graphite, Ecker2015","NMC111, Wu2012",[0.01912028 0.7        0.24738965 0.7       ]
123,463.7317418850168,LFP,"Graphite, Ecker2015","NMC523, Verma2017",[3.5e-04 7.0e-01 0.0e+00 7.0e-01]
124,334.861264579887,LFP,"Graphite, Ecker2015","NMC622, Chaouachi2021",[2.68554688e-03 7.00000000e-01 5.06031656e-22 7.00000000e-01]
125,165.33665809868614,LFP,"Graphite, Ecker2015","NMC622, Gao2018",[0.09902335 0.7        0.01582853 0.7       ]
126,355.7770360618536,LFP,"Graphite, Ecker2015","NMC811, Chen2020",[0.00331797 0.7        0.         0.7       ]
127,250.34057883135767,LFP,"Graphite, Ecker2015","NMC811, Sturm2019",[0.02133051 0.7        0.00142958 0.7       ]
128,535.2413626057404,LFP,"Graphite, Hust2019","LCO, Doyle2003",[-4.33680869e-17  7.00000000e-01  1.73472348e-17  7.00000000e-01]
129,495.6804439100241,LFP,"Graphite, Hust2019","LCO, Jiang2016",[-1.11022302e-16  7.00000000e-01 -1.10263361e-16  7.00000000e-01]
130,491.70950702821324,LFP,"Graphite, Hust2019","LCO, Kumaresan2008",[ 0.00000000e+00  7.00000000e-01 -5.37764278e-17  7.00000000e-01]
131,497.42293088488805,LFP,"Graphite, Hust2019","LCO, Tang2019",[ 2.77555756e-17  7.00000000e-01 -4.85722573e-17  7.00000000e-01]
132,693.0787286173548,LFP,"Graphite, Hust2019","LFP, Delacourt2011",[-1.66043478e-16  7.00000000e-01 -1.63064007e-16  7.00000000e-01]
133,693.0787286173548,LFP,"Graphite, Hust2019","LFP, Farkhondeh2014",[-1.66043478e-16  7.00000000e-01 -1.63064007e-16  7.00000000e-01]
134,740.0255015344383,LFP,"Graphite, Hust2019","LFP, Kashkooli2016",[-1.24900090e-16  7.00000000e-01 -1.25767452e-16  7.00000000e-01]
135,29.136436199127964,LFP,"Graphite, Hust2019","LFP, Prada2012",[0.1879676  0.70323394 0.03823762 1.        ]
136,31.916659536887785,LFP,"Graphite, Hust2019","LFP, Srinivasan2004a",[-8.67198234e-20  7.54313006e-01  2.30334433e-01  1.00000000e+00]
137,693.0787286173548,LFP,"Graphite, Hust2019","LFP, Thorat2011",[-1.66043478e-16  7.00000000e-01 -1.63064007e-16  7.00000000e-01]
138,503.9290763231914,LFP,"Graphite, Hust2019","LMO, Albertus2009",[-9.02056208e-17  7.00000000e-01 -8.19513510e-17  7.00000000e-01]
139,447.51999878307885,LFP,"Graphite, Hust2019","LMO, Das2004",[-9.43689571e-17  7.00000000e-01 -1.14241317e-16  7.00000000e-01]
140,572.867230244189,LFP,"Graphite, Hust2019","LMO, Doyle1996",[ 0.00000000e+00  7.00000000e-01 -1.28369537e-16  7.00000000e-01]
141,634.2664888474429,LFP,"Graphite, Hust2019","NCA, Abraham2008",[-8.32667268e-17  7.00000000e-01 -8.32667268e-17  7.00000000e-01]
142,282.72142638251074,LFP,"Graphite, Hust2019","NCA, Albertus2009",[1.95312500e-03 7.00000000e-01 6.55995922e-24 7.00000000e-01]
143,636.4526207947303,LFP,"Graphite, Hust2019","NCA, Dees2008",[ 0.00000000e+00  7.00000000e-01 -1.07552856e-16  7.00000000e-01]
144,202.96025415557628,LFP,"Graphite, Hust2019","NCA, Hust2019",[-6.93889390e-17  7.00000000e-01 -6.36185821e-17  7.00000000e-01]
145,706.7188673203134,LFP,"Graphite, Hust2019","NCA, Kim2011",[ 0.00000000e+00  7.00000000e-01 -1.73472348e-18  7.00000000e-01]
146,444.6839140230806,LFP,"Graphite, Hust2019","NCO46, Ecker2015",[ 8.32667268e-17  7.00000000e-01 -8.60227421e-17  7.00000000e-01]
147,419.6433095141242,LFP,"Graphite, Hust2019","NMC, Birkl2015",[ 2.77555756e-17  7.00000000e-01 -7.45931095e-17  7.00000000e-01]
148,301.96741965838436,LFP,"Graphite, Hust2019","NMC, Dufour2018",[ 5.55111512e-17  7.00000000e-01 -6.07153217e-17  7.00000000e-01]
149,491.96188891440755,LFP,"Graphite, Hust2019","NMC, Ferraro2020",[ 4.16333634e-17  7.00000000e-01 -8.41340886e-17  7.00000000e-01]
150,359.79849680654496,LFP,"Graphite, Hust2019","NMC, Liebig2019",[ 2.77555756e-17  7.00000000e-01 -5.89805982e-17  7.00000000e-01]
151,693.0787286173548,LFP,"Graphite, Hust2019","NMC, Smith2006",[-1.66043478e-16  7.00000000e-01 -1.63064007e-16  7.00000000e-01]
152,343.27626177549286,LFP,"Graphite, Hust2019","NMC111, Ko2019",[ 2.77555756e-17  7.00000000e-01 -4.68375339e-17  7.00000000e-01]
153,265.6543570517837,LFP,"Graphite, Hust2019","NMC111, Schmalstieg2018",[0.00936664 0.7        0.         0.7       ]
154,150.0018663619112,LFP,"Graphite, Hust2019","NMC111, Wu2012",[0.0010748 0.7       0.2090972 0.7      ]
155,518.0248358517558,LFP,"Graphite, Hust2019","NMC523, Verma2017",[ 2.77555756e-17  7.00000000e-01 -5.37764278e-17  7.00000000e-01]
156,375.48959621881795,LFP,"Graphite, Hust2019","NMC622, Chaouachi2021",[-8.67361738e-17  7.00000000e-01 -8.35648824e-17  7.00000000e-01]
157,188.26925780543195,LFP,"Graphite, Hust2019","NMC622, Gao2018",[0.12329224 0.7        0.00577421 0.7       ]
158,392.4284450275,LFP,"Graphite, Hust2019","NMC811, Chen2020",[-2.07172914e-16  7.00000000e-01 -2.07172914e-16  7.00000000e-01]
159,278.34058082064433,LFP,"Graphite, Hust2019","NMC811, Sturm2019",[-1.11022302e-16  7.00000000e-01 -8.59892887e-17  7.00000000e-01]
160,507.6384627737689,LFP,"Graphite, Kumaresan2008","LCO, Doyle2003",[ 1.05845237e-17  7.00000000e-01 -6.93889390e-18  7.00000000e-01]
161,467.4400758549504,LFP,"Graphite, Kumaresan2008","LCO, Jiang2016",[-5.96311195e-19  7.00000000e-01 -1.09287579e-16  7.00000000e-01]
162,467.67134830435594,LFP,"Graphite, Kumaresan2008","LCO, Kumaresan2008",[2.e-04 7.e-01 0.e+00 7.e-01]
163,464.12664675096846,LFP,"Graphite, Kumaresan2008","LCO, Tang2019",[ 0.00000000e+00  7.00000000e-01 -8.67361738e-17  7.00000000e-01]
164,668.1442841179237,LFP,"Graphite, Kumaresan2008","LFP, Delacourt2011",[ 0.00000000e+00  7.00000000e-01 -7.30468134e-17  7.00000000e-01]
165,668.1442841179237,LFP,"Graphite, Kumaresan2008","LFP, Farkhondeh2014",[ 0.00000000e+00  7.00000000e-01 -7.30468134e-17  7.00000000e-01]
166,711.8641735866242,LFP,"Graphite, Kumaresan2008","LFP, Kashkooli2016",[-8.32667268e-17  7.00000000e-01 -7.18826040e-17  7.00000000e-01]
167,19.71112489442696,LFP,"Graphite, Kumaresan2008","LFP, Prada2012",[0.11177094 1.         0.04540403 1.        ]
168,11.27015362231758,LFP,"Graphite, Kumaresan2008","LFP, Srinivasan2004a",[0.00547109 1.         0.3        1.        ]
169,668.1442841179237,LFP,"Graphite, Kumaresan2008","LFP, Thorat2011",[ 0.00000000e+00  7.00000000e-01 -7.30468134e-17  7.00000000e-01]
170,483.0783180168359,LFP,"Graphite, Kumaresan2008","LMO, Albertus2009",[-2.81241408e-23  7.00000000e-01  6.88195136e-04  7.00000000e-01]
171,426.3119820384193,LFP,"Graphite, Kumaresan2008","LMO, Das2004",[1.36484375e-03 7.00000000e-01 2.46519033e-32 7.00000000e-01]
172,545.9163999835995,LFP,"Graphite, Kumaresan2008","LMO, Doyle1996",[-3.67706936e-17  7.00000000e-01  2.77555756e-17  7.00000000e-01]
173,613.2478140240212,LFP,"Graphite, Kumaresan2008","NCA, Abraham2008",[0.00126484 0.7        0.         0.7       ]
174,265.98448590353274,LFP,"Graphite, Kumaresan2008","NCA, Albertus2009",[0.02384374 0.7        0.         0.7       ]
175,605.9448263701643,LFP,"Graphite, Kumaresan2008","NCA, Dees2008",[ 0.00000000e+00  7.00000000e-01 -5.01441167e-18  7.00000000e-01]
176,188.90635293067078,LFP,"Graphite, Kumaresan2008","NCA, Hust2019",[0.02128245 0.7        0.01880466 0.7       ]
177,678.3734409350028,LFP,"Graphite, Kumaresan2008","NCA, Kim2011",[-1.24900090e-16  7.00000000e-01 -1.33031607e-16  7.00000000e-01]
178,421.3949976188971,LFP,"Graphite, Kumaresan2008","NCO46, Ecker2015",[ 4.83912353e-04  7.00000000e-01 -6.71763179e-21  7.00000000e-01]
179,395.20441110656344,LFP,"Graphite, Kumaresan2008","NMC, Birkl2015",[ 4.66033334e-04  7.00000000e-01 -1.41499294e-22  7.00000000e-01]
180,275.32343192987724,LFP,"Graphite, Kumaresan2008","NMC, Dufour2018",[ 2.88281250e-04  7.00000000e-01 -3.66126216e-32  7.00000000e-01]
181,463.67098136410914,LFP,"Graphite, Kumaresan2008","NMC, Ferraro2020",[-8.32667268e-17  7.00000000e-01 -6.54603700e-17  7.00000000e-01]
182,329.83966782109906,LFP,"Graphite, Kumaresan2008","NMC, Liebig2019",[ 5.55111512e-17  7.00000000e-01 -5.72458747e-17  7.00000000e-01]
183,668.1442841179237,LFP,"Graphite, Kumaresan2008","NMC, Smith2006",[ 0.00000000e+00  7.00000000e-01 -7.30468134e-17  7.00000000e-01]
