Lithiation,OCV
-0.0019305019305020374,4.363149078726969
0.03474903474903468,4.306197654941373
0.061776061776061875,4.259296482412061
0.09459459459459474,4.225795644891123
0.13320463320463327,4.188944723618091
0.1563706563706564,4.15209380234506
0.18918918918918928,4.1018425460636525
0.225868725868726,4.081742043551088
0.254826254826255,4.048241206030151
0.2876447876447876,4.021440536013401
0.3204633204633205,4.0013400335008384
0.3532818532818533,3.974539363484088
0.3861003861003862,3.9577889447236183
0.41698841698841693,3.9343383584589615
0.4459459459459461,3.920938023450587
0.4806949806949807,3.9142378559464
0.5173745173745173,3.9142378559464
0.5463320463320464,3.9142378559464
0.5810810810810811,3.9142378559464
0.6158301158301159,3.9108877721943056
0.640926640926641,3.9041876046901183
0.6776061776061777,3.8740368509212737
0.7142857142857143,3.8438860971524296
0.7393822393822395,3.793634840871023
0.7722007722007722,3.7534338358458967
0.8088803088803089,3.7299832495812404
0.8339768339768341,3.7098827470686775
0.8687258687258688,3.67638190954774
0.9015444015444016,3.639530988274708
0.9324324324324323,3.602680067001676
0.9652509652509652,3.5691792294807376
1.0,3.5323283082077057
