Lithiation,OCV
0.2593639575971731,4.2804071246819335
0.28339222614840986,4.230534351145038
0.31166077738515896,4.1735368956743
0.3484098939929328,4.112977099236641
0.38657243816254416,4.048854961832061
0.4247349823321556,3.9882951653944017
0.4600706713780918,3.927735368956743
0.5038869257950531,3.8743002544529257
0.5392226148409893,3.8244274809160297
0.5604240282685511,3.7994910941475823
0.5858657243816254,3.788804071246819
0.6452296819787986,3.7567430025445288
0.7074204946996467,3.72824427480916
0.7540636042402826,3.6961832061068702
0.8049469964664311,3.671246819338422
0.8614840989399295,3.6356234096692095
0.8954063604240283,3.6035623409669206
0.9123674911660776,3.575063613231552
